:.,$!sort -t, -bk6,6 -k1,2n -bk7,7,,,
0,0,M3,1,FOLK1,Infamous Stringdusters,Fork in the Road,,
680000,4,SL,1,ROCK1,Iron Butterfly,Heavy,,
680000,1,VT,1,ROCK1,Iron Butterfly,Inna Gadda da Vida,,
690000,5,SL,1,ROCK1,Iron Butterfly,Ball,,
0,0,LP,1,ROCK1,Its A Beautiful Day,Its A Beautiful Day,,
0,0,LP,1,ROCK1,Its A Beautiful Day,Marrying Maiden,,
0,0,M3,1,CLASS,JC Bach,Five Harpsichord Sonatas,,
0,0,MC,1,FOLK1,JD Crowe,Flashback,,
0,0,MC,1,FOLK1,JD Crowe,Leftys Old Guitar,,
0,0,MC,1,FOLK1,JD Crowe,The New South,,
0,0,M3,2,BLUER,JJ Cale,Live in San Diego,#NAME?,
0,0,M3,1,BLUER,JJ Cale,Paradise Studios,,
0,0,M3,1,BLUER,JJ Cale,Road-to-Escondido,#NAME?,
0,0,M3,1,BLUER,JJ Cale,The-Breeze,#NAME?,
0,0,MC,2,JAZZ1,Jack Teagarden,Indispensible,,
0,0,M3,1,ROCK3,Jackson Browne,Downhill From Everywhere,,
0,0,M3,2,ROCK3,Jackson Browne,Looking Into You,,
0,0,M3,1,ROCK3,Jackson Browne,Saturate Before Using,,
0,0,M3,2,ROCK3,Jackson Browne,Solo Acoustic,,
731099,0,MD,1,ROCK3,Jackson Browne,For Everyman,,
740913,0,MD,1,ROCK3,Jackson Browne,Late For the Sky,,
860218,0,MD,1,ROCK3,Jackson Browne,Lives in the Balance,,
0,0,CD,1,JAZZ1,Jackson Pollock,Jazz,,
0,0,MD,1,JAZZ1,Jaco Pastorius,Jaco Pastorius,,
0,0,MC,1,CLASS,Jade Bridge,Ambush On All Sides,,
0,0,M3,2,JAZZ1,Jake Shimabukuro,Live in Japan,,
0,0,MC,1,BLUES,James Cotton,Deep In the Blues,,
0,0,MC,1,BLUES,James Cotton,Living the Blues,,
760000,0,MD,1,ROCK1,James Taylor,Greatest Hits,,
989999,0,MD,1,DEAD1,Jazz is Dead,Blue Light Rain,,
999999,0,MD,1,DEAD1,Jazz is Dead,Laughing Water,,
0,397,MC,1,ROCK3,Jeff Beck,Blow By Blow + Wired,,
0,0,MC,1,ROCK3,Jeff Beck,Emotion and Commotion,,
0,0,MC,1,ROCK3,Jeff Beck,Jeff,,
0,0,M3,2,ROCK3,Jeff Beck,Live at Hollywood Bowl,,
0,0,M3,1,ROCK3,Jeff Beck,Loud Hailer,,
0,0,M3,1,ROCK3,Jeff Beck,Performing This Week,,
0,0,MC,1,ROCK3,Jeff Beck,Who Else,,
0,0,M3,1,ROCK3,Jeff Beck,Wired,,
720629,0,CC,1,ROCK3,Jeff Beck,Paris Theatre London,,
0,0,CC,1,ROCK1,Jeff Golub,Train Keeps Trolling,,
0,0,CD,1,ROCK1,Jeff Healey,See the Light,,
0,0,MC,1,JAZZ1,Jeff Lorber,Hacienda,,
0,0,M3,1,ROCK1,Jefferson Airplane,Fillmore East 1969,,
0,369,XX,1,ROCK1,Jefferson Airplane,Volunteers,,
0,0,MC,1,CLASS,Jeffrey Biegel,Grand Romance,,
0,0,MP,1,JAZZ1,Jelly Roll Morton,Greatest Hits,,
0,0,MP,1,JAZZ1,Jelly Roll Morton,King of NOLA Jazz,,
0,0,MC,1,FOLK2,Jerry Douglas,Best Kept Secrets,,
0,0,M3,1,FOLK2,Jerry Douglas,Leftover Feelings,+John Hiatt,
0,0,MC,1,FOLK2,Jerry Douglas,Three Bells,+Mike Auldridge,
0,0,M3,2,DEAD1,Jerry Garcia,Live-V20-Cape-Cod,,
0,0,M3,2,DEAD1,Jerry Garcia,Live-V9-Keystone,+Merle,
425,0,MD,1,DEAD1,Jerry Garcia,The Pizza Tapes,,
10911,0,MD,1,DEAD1,Jerry Garcia,Grateful Dawg,WOW,
709810,0,CD,1,DEAD1,Jerry Garcia,+Howard Wales,,
711101,212,LP,1,DEAD1,Jerry Garcia,Hooteroll,+Howard Wales,
711101,212,MD,1,DEAD1,Jerry Garcia,Hooteroll,+Howard Wales,
720120,193,MD,1,DEAD1,Jerry Garcia,Garcia,,
720299,346,LP,1,DEAD1,Jerry Garcia,Heavy Turbulence,,
730599,213,LP,1,DEAD1,Jerry Garcia,Fire Up,,
730705,0,M3,3,DEAD1,Jerry Garcia,Live-V6-Lions-Share,+Merle,
730710,214,LP,2,DEAD1,Jerry Garcia,Live at Keystone,,
740699,270,XX,1,DEAD1,Jerry Garcia,Compliments Of,,
750000,0,CJ,1,DEAD1,Jerry Garcia,WHFS Interview Cerphe 1975,,
760215,345,XX,1,DEAD1,Jerry Garcia,Reflections,,
780415,399,XX,1,DEAD1,Jerry Garcia,Cats Down Under the Stars,,
829999,471,LP,1,DEAD1,Jerry Garcia,Run For the Roses,,
860127,0,M3,1,DEAD1,Jerry Garcia,Live-V14-The-Ritz,,
880301,521,LP,1,DEAD1,Jerry Garcia,Keystone Encores V1,,
880301,522,LP,1,DEAD1,Jerry Garcia,Keystone Encores V2,,
881206,0,MD,1,DEAD1,Jerry Garcia,Almost Acoustic,,
890905,0,M3,4,DEAD1,Jerry Garcia,Long Island Sound,,
910827,0,MD,1,DEAD1,Jerry Garcia,Jerry Garcia Band,,
950899,0,MD,1,DEAD1,Jerry Garcia,Blue Incantation,+Sanjay Mishra,
980899,0,MD,1,DEAD1,Jerry Garcia,So What,,
981099,0,MD,1,DEAD1,Jerry Garcia,Side Trips,+Howard Wales,
710000,79,MC,1,ROCK1,Jethro Tull,Aqualung,,
0,0,MC,1,JAZZ1,Jim Hall,Concierto,,
0,0,MC,1,JAZZ1,Jim Hall,Something Special,,
0,0,MC,1,FOLK2,Jim Lauderdale,Bluegrass Diaries,,
0,0,MC,1,FOLK2,Jim Lauderdale,Buddy+Jim,,
0,0,MC,1,FOLK2,Jim Lauderdale,I Feel Like Singing Today,+Ralph Stanley,
0,0,MC,1,FOLK2,Jim Lauderdale,Lost in the Lonesome Pines,+Ralph Stanley,
0,0,MC,1,FOLK2,Jim and Jesse,1952-1955,,
0,0,MC,1,FOLK2,Jim and Jesse,Essential,,
0,0,MC,1,FOLK2,Jim and Jesse,Songs From the Homeplace,,
0,468,LP,1,ROCK1,Jimmy Cliff,The Harder They Come,,
0,0,MC,1,FOLK1,Jimmy Martin,King of Bluegrass,DUP,
0,0,MC,1,JAZZ1,Jimmy Noone,Apex Blues,,
0,308,LP,1,BLUES,Jimmy Reed,Soul Greats,,
0,341,LP,1,BLUES,Jimmy Witherspoon,Best Of,,
0,0,MC,1,BLUES,Jimmy Witherspoon,Live at the Mint,+Robben Ford,
0,449,LP,1,ROCK1,Joan Armatrading,Show Some Emotion,,
0,0,M3,1,WOMEN,Joan Baez,Davids Album,,
0,0,MP,1,WOMEN,Joan Baez,Diamonds and Rust,,
0,47,LP,1,WOMEN,Joan Baez,One Day at a Time,Missing,
0,0,M3,3,WOMEN,Joan Baez,Rare Live Classic,,
0,0,M3,1,WOMEN,Joan Baez,Ring Them Bells,,
0,0,MC,1,HARPS,Joan Sparks,Reflections,,
820000,0,CD,1,CLASS,Joe Cunliffe,Dreams of Suchitlan,,
0,0,MC,1,BLUES,Joe Louis Walker,Great Guitars,,
0,0,MC,1,ROCK1,Joe Walsh,Analog Man,,
0,0,MC,1,JAZZ1,John Abercrombie,Speak of the Devil,,
0,0,MC,1,JAZZ1,John Abercrombie,Timeless,,
0,0,M3,1,BEATL,John Bayless,Bach on Abbey Road,,
0,0,MC,1,JAZZ3,John Coltrane,A Love Supreme,+Born to Run,
0,0,MC,1,JAZZ3,John Coltrane,Bags + Trane,,
0,0,MC,1,JAZZ3,John Coltrane,Both Directions at Once,,
0,0,MC,1,JAZZ3,John Coltrane,Giant Steps,,
0,0,MC,1,JAZZ3,John Coltrane,My Favorite Things,,
0,0,MC,1,JAZZ3,John Coltrane,The Prestige Era,,
0,0,MC,1,JAZZ3,John Coltrane,Very Best Of,,
0,337,LP,1,FOLK3,John Fahey,After the Ball,,
0,408,LP,1,FOLK3,John Fahey,America,,
0,0,MC,1,XMASS,John Fahey,Christmas Albums 1 + 2,,
0,301,LP,2,FOLK3,John Fahey,Essential,,
0,514,CC,1,FOLK3,John Fahey,Live in Tasmania,,
0,514,LP,1,FOLK3,John Fahey,Live in Tasmania,,
0,0,MC,1,FOLK3,John Fahey,Old Girlfriends,,
0,0,MC,2,FOLK3,John Fahey,Return of the Repressed,anthology,
0,0,MC,1,ROCK1,John Fogerty,Blue Moon Swamp,,
0,234,LP,2,BLUES,John Hammond,Best Of,,
0,225,LP,1,BLUES,John Hammond,John Hammond,,
0,0,MC,1,FOLK1,John Hartford,Wild Hog,,
0,0,M3,1,BLUES,John Lee Hooker,Icon,,
0,0,MC,1,BEATL,John Lennon,Legend,,
0,0,MP,1,BEATL,John Lennon,Mind Games,,
0,382,LP,1,BLUES,John Mayall,Mayall Clapton Taylor,,
0,163,SL,1,BLUES,John Mayall,Raw Blues,,
660000,118,LP,1,BLUES,John Mayall,Bluesbreakers,+Eric Clapton,
660000,118,M3,1,BLUES,John Mayall,Bluesbreakers,+Eric Clapton,
670000,155,LP,2,BLUES,John Mayall,A Hard Road,+Peter Green,
670000,155,M3,2,BLUES,John Mayall,A Hard Road,+Peter Green,
670000,295,LP,1,BLUES,John Mayall,The Blues Alone,,
680000,96,LP,1,BLUES,John Mayall,Bare Wires,,
680000,95,SL,1,BLUES,John Mayall,Diary of a Band V1,,
680000,129,SL,1,BLUES,John Mayall,Diary of a Band V2,,
690000,162,LP,1,BLUES,John Mayall,Looking Back,,
690000,296,LP,1,BLUES,John Mayall,Turning Point,,
700000,166,LP,1,BLUES,John Mayall,Empty Rooms,,
700000,248,LP,1,BLUES,John Mayall,USA Union,,
710000,87,LP,2,BLUES,John Mayall,Back to the Roots,,
710000,249,LP,1,BLUES,John Mayall,Memories,,
710000,119,LP,2,BLUES,John Mayall,Thru the Years,,
720000,277,LP,1,BLUES,John Mayall,Jazz Blues Fusion,,
720000,255,LP,1,BLUES,John Mayall,Moving On,,
0,0,M3,1,HARPS,John McCutcheon,Winter Solstice,,
0,328,LP,1,JAZZ1,John McLaughlin,Birds of Fire,,
0,0,MC,1,JAZZ1,John McLaughlin,Guitar Trio Passion Grace Fire,,
0,0,MC,1,JAZZ1,John McLaughlin,To The One,,
0,0,MC,1,JAZZ1,John Medeski,A Different Time,,
0,0,MC,1,JAZZ1,John Patitucci,Remeberence,,
0,0,M3,1,JAZZ1,John Pizzarelli,Double Exposure,,
0,0,MC,1,BLUES,John Primer,Knocking Around These Blues,,
0,0,MC,1,JAZZ4,John Scofield,Bump,,
0,0,MC,1,JAZZ4,John Scofield,Country for Old Men,,
0,0,MC,1,JAZZ4,John Scofield,Enroute Live,,
0,0,MC,1,JAZZ4,John Scofield,Fifty Four,,
0,0,MC,1,JAZZ4,John Scofield,Past Present,,
0,0,MC,1,JAZZ4,John Scofield,Thats Whatd Id Say,,
0,0,MC,1,JAZZ4,John Scofield,Up All Night,,
0,0,MC,1,JAZZ4,John Scofield,Userjam,,
0,488,LP,1,FOLK1,John Starling,Long Time Gone,,
0,0,MC,1,FOLK1,John Starling,Spring Training,DUP,
0,0,MC,1,BLUES,Johnny Winter,Step Back,,
0,0,CD,1,WOMEN,Joni Mitchell,Both Sides Now,,
0,0,M3,0,WOMEN,Joni Mitchell,Joni-Jam-At-Newport,,
0,0,M3,0,WOMEN,Joni Mitchell,Mingus,,
0,0,M3,0,WOMEN,Joni Mitchell,Shadows and Light,,
0,0,MD,1,WOMEN,Joni Mitchell,hits,,
680300,370,KP,1,WOMEN,Joni Mitchell,Song to a Seagull,,
690500,371,KP,1,WOMEN,Joni Mitchell,Clouds,,
700400,372,KP,1,WOMEN,Joni Mitchell,Ladies of the Canyon,,
700400,372,MD,1,WOMEN,Joni Mitchell,Ladies of the Canyon,,
710600,373,KP,1,WOMEN,Joni Mitchell,Blue,,
721100,351,KP,1,WOMEN,Joni Mitchell,For the Roses,,
721100,351,M3,0,WOMEN,Joni Mitchell,For the Roses,,
740117,352,KP,1,WOMEN,Joni Mitchell,Court and Spark,,
740117,352,M3,1,WOMEN,Joni Mitchell,Court and Spark,,
741100,405,KP,2,WOMEN,Joni Mitchell,Miles of Aisles,,
741100,405,MP,2,WOMEN,Joni Mitchell,Miles of Aisles,,
751100,402,KP,1,WOMEN,Joni Mitchell,Hissing of Summer Lawns,,
751100,402,M3,1,WOMEN,Joni Mitchell,Hissing of Summer Lawns,,
761100,0,MD,1,WOMEN,Joni Mitchell,Hejira,,
761100,381,KP,1,WOMEN,Joni Mitchell,Hejira,,
771200,403,KP,2,WOMEN,Joni Mitchell,Don Juans Reckless Daughter,,
771200,403,MP,2,WOMEN,Joni Mitchell,Don Juans Reckless Daughter,,
0,0,MC,1,ROCK1,Jorma Kaukonen,Quah,,
0,0,MC,1,FOLK1,Josh Graves,Debut,,
0,0,MC,1,FOLK1,Josh Graves,Puritan Sessions,+Kenny Baker,
0,0,MC,1,CLASS,Josh Wright,My Favorite Things,,
0,0,MC,1,BEATL,Julian Lennon,Everything Changes,,
0,0,MC,1,BLUES,Junior Wells,Hoodoo Man Blues,,
0,0,MD,1,WOMEN,KD Lang,All You Can Eat,,
0,0,MD,1,WOMEN,KD Lang,Ingenue,,
0,0,CD,1,WOMEN,KD Lang,Invincible Summer,,
0,0,MC,1,WOMEN,KD Lang,Makeover,,
0,0,M3,2,WOMEN,KD Lang,Recollection,,
0,0,CD,1,WOMEN,KD Lang,Shadowland,,
0,0,CD,1,WOMEN,KD Lang,Watershed,,
850000,0,CD,1,CLASS,Kaleidoscope,Second Hearing,Various,
0,0,MC,1,FOLK1,Kate+Anna McGarrigle,The McGarrigle Hour,,
0,0,MC,1,JAZZ5,Keith Jarrett,At the Deer Head,,
0,0,MC,2,JAZZ5,Keith Jarrett,Carnegie Hall Concert,,
0,0,MC,1,JAZZ5,Keith Jarrett,Changes,,
0,0,CC,1,JAZZ5,Keith Jarrett,Creation,,
0,0,MC,1,JAZZ5,Keith Jarrett,Facing You,,
0,0,MC,1,JAZZ5,Keith Jarrett,Inside Out,,
0,0,MC,1,JAZZ5,Keith Jarrett,Jasmine,,
0,0,MC,1,JAZZ5,Keith Jarrett,Koln Concert,,
0,0,MC,1,JAZZ5,Keith Jarrett,Last Dance,+Charlie Haden,
0,0,MC,2,JAZZ5,Keith Jarrett,My Foolish Heart,Live in Montreux,
0,0,MC,2,JAZZ5,Keith Jarrett,No End,,
0,0,MM,1,JAZZ5,Keith Jarrett,Out of Towners,,
0,0,MC,3,JAZZ5,Keith Jarrett,Paris + London Testament,,
0,0,MC,1,JAZZ5,Keith Jarrett,Somewhere,,
0,0,MC,1,JAZZ5,Keith Jarrett,Standards Live,,
0,0,MC,1,JAZZ5,Keith Jarrett,Standards V1,,
0,0,MC,2,JAZZ5,Keith Jarrett,Still Live,,
0,0,MC,1,JAZZ5,Keith Jarrett,Up For It,,
0,0,MC,2,JAZZ5,Keith Jarrett,Whisper Not,,
0,0,MC,1,JAZZ5,Keith Jarrett,Yesterdays,,
0,304,LP,1,DEAD1,Keith and Donna,Keith and Donna,,
0,0,MC,1,FOLK1,Kenny Baker,Master Fiddler,,
0,0,MC,1,JAZZ1,Kenny Burrell,Blue Lights V1,,
0,0,MC,1,FOLK2,Kentucky Colonels,Living in the Past,,
0,0,MC,1,FOLK2,Kentucky Colonels,Long Journey Home,,
0,0,M3,1,JAZZ1,Kevin Eubanks,East West Time Line,,
0,0,CD,1,ROCK1,Kilimanjaro,Kilimanjaro II,,
820000,0,CX,1,JAZZ1,Kilimanjaro,Kilimanjaro II,Lite Jazz,
0,0,M3,1,BLUER,King Albert,Four Kings--Albert,,
0,0,MC,1,BLUER,King Albert,Very Best Of,,
0,0,MC,1,BLUER,King Albert,Very Best Of,,
690000,252,SL,1,BLUER,King Albert,Years Gone By,,
700000,501,SL,1,BLUER,King Albert,Blues for Elvis,,
720000,253,SL,1,BLUER,King Albert,Ill Play the Blues for You,,
0,0,MC,1,BLUER,King BB,Eighty,,
0,0,MC,1,BLUER,King BB,Four Kings--BB,,
0,0,CC,1,BLUER,King BB,Riding with the King,+Clapton,
0,221,LP,1,BLUER,King BB,Underground Gold,,
650000,265,LP,1,BLUER,King BB,Live at the Regal,,
690000,322,LP,1,BLUER,King BB,Live and Well,,
700000,222,LP,1,BLUER,King BB,Indianola Mississippi Seeds,,
710000,84,SL,1,BLUER,King BB,Cook County Jail,,
710000,177,SL,1,BLUER,King BB,In London,,
720000,264,LP,1,BLUER,King BB,Guess Who,,
720000,223,LP,1,BLUER,King BB,LA Midnight,,
800000,236,LP,1,BLUER,King BB,Back in the Alley,,
0,46,CC,1,PROGS,King Crimson,In the Court of the Crimson King,,
0,46,KP,1,PROGS,King Crimson,In the Court of the Crimson King,,
0,0,M3,2,PROGS,King Crimson,Music Is Our Friend,,
0,0,MC,1,PROGS,King Crimson,Power to Believe,,
0,0,MC,1,PROGS,King Crimson,Thrak,,
0,57,KP,1,PROGS,King Crimson,Wake of Poseidon,,
0,0,M3,1,BLUER,King Earl,Four Kings--Earl,,
0,0,M3,1,BLUER,King Freddie,Four Kings--Freddie,,
0,0,MC,1,BLUER,King Freddie,My Feeling for the Blues,,
610000,527,SL,1,BLUER,King Freddie,Sings,,
710000,250,SL,1,BLUER,King Freddie,Getting Ready,,
730000,251,SL,1,BLUER,King Freddie,Woman Across the River,,
860000,528,SL,2,BLUER,King Freddie,Just Picking,,
0,0,MC,1,FOLK1,King Wilkie,Broke,,
0,0,M3,2,PROGS,Kraftwerk,Remixes,,
0,0,M3,1,JAZZ1,Kurt Rosenwinkel,Angels Around,,
0,0,MC,1,JAZZ1,LAGQ,Guitar Heros,,
0,0,MC,1,JAZZ1,LAPQ,Rupa Khandra,,
0,0,MC,1,JAZZ2,Larry Carlton,Fire Wire,,
0,0,MC,1,JAZZ2,Larry Carlton,Unplugged,+Robben Ford,
0,315,LP,1,JAZZ1,Larry Coryell,Barefoot Boy,,
0,417,LP,2,JAZZ1,Larry Coryell,Essential,,
0,312,LP,1,JAZZ1,Larry Coryell,Restful Mind,,
0,311,LP,1,JAZZ1,Larry Coryell,Spaces,,
0,0,MC,1,FOLK1,Larry Sparks,The Coldest Part Of Winter,,
750604,0,CD,2,DEAD1,Legion of Mary,Concert,,
0,0,MC,1,FOLK2,Leo Kottke,A Shout Towards Noon,,
0,299,LP,1,FOLK2,Leo Kottke,Dreams and All That Stuff,,
0,189,LP,1,FOLK2,Leo Kottke,Greenhouse,,
0,273,LP,1,FOLK2,Leo Kottke,Ice Water,,
0,513,LP,1,FOLK2,Leo Kottke,Kottke Lang Fahey,,
0,512,LP,1,FOLK2,Leo Kottke,Mudlark,,
0,0,MC,1,FOLK2,Leo Kottke,My Fathers Face,,
0,217,LP,1,FOLK2,Leo Kottke,My Feet are Smiling,,
0,0,M3,1,FOLK2,Leo Kottke,Noon,,
0,0,MC,1,FOLK2,Leo Kottke,Regards from Chuck Pink,,
691299,188,CD,1,FOLK2,Leo Kottke,6 and 12 String Guitar,+LP,
691299,188,LP,1,FOLK2,Leo Kottke,6 and 12 String Guitar,+CD,
691299,188,M3,1,FOLK2,Leo Kottke,6 and 12 String Guitar,+LP,
990629,0,M3,1,FOLK2,Leo Kottke,One Guitar No Vocals,,
990629,0,MD,1,FOLK2,Leo Kottke,One Guitar No Vocals,,
0,0,M3,1,JAZZ1,Les Paul,American Made World Played,,
0,410,LP,1,JAZZ1,Les Paul,Chester and Lester,,
0,0,CC,1,JAZZ1,Les Paul,Great Guitar Inventions,,
0,0,CC,1,JAZZ1,Lester Young,Piano Giants,,
850000,0,CD,1,JAZZ1,Lew Tabackin,Angelica,,
0,240,LP,1,BLUES,Lightning Hopkins,Got to Move Your Body,,
0,256,LP,1,BLUES,Lightning Hopkins,Lightning Strikes,,
0,239,LP,1,BLUES,Lightning Hopkins,The Blues Of,,
0,0,MC,1,FOLK1,Lilly Brothers,Early Recordings,,
0,0,MC,1,HARPS,Lily Laskine,Sakura,#NAME?,
0,292,SL,1,ROCK1,Link Wray,Link Wray,,
0,0,MC,1,HARPS,Linn Barnes,Sylvan Court,,
0,0,MC,1,JAZZ3,Lionel Hampton,Feel the Vibes,+Milt,+Gary
0,0,MC,1,JAZZ3,Lionel Hampton,Flying Home,,
0,0,MC,1,JAZZ3,Lionel Hampton,Hot Mallets,,
0,0,MC,4,JAZZ3,Lionel Hampton,Story,,
0,0,MC,1,HARPS,Lisa Lynne,Daughters of the Celtic Moon,,
0,0,MC,1,CLASS,Liszt,My Piano Hero,,
0,343,M3,1,ROCK3,Little Feat,Dixie Chicken,,
0,395,MC,1,ROCK3,Little Feat,Feats Dont Fail Me Now,+Buttons,
0,0,MC,1,ROCK3,Little Feat,Join the Band,,
0,0,MP,1,ROCK3,Little Feat,Warner Theatre 760510,,
0,393,XX,1,ROCK3,Little Feat,Last Record Album,,
0,394,MC,1,ROCK3,Little Feat,Sailing Shoes,,
0,387,XX,1,ROCK3,Little Feat,Time Loves a Hero,,
0,414,MD,2,ROCK3,Little Feat,Waiting For Columbus,Expanded,
0,0,MC,1,BLUES,Little Walter,His Best,,
0,0,MC,1,PROGS,Liz Story,Escape of the Circus Ponies,,
0,0,M3,1,XMASS,Liz Story,The Gift,,
0,0,MC,1,PROGS,Lonesome Orchestra,Ode to a Dream,,
0,0,MC,1,FOLK1,Lonesome River Band,Carrying the Tradition,,
0,0,MC,1,FOLK1,Longview,High Lonesome,,
0,0,MC,1,FOLK1,Longview,Longview,,
940322,0,MD,1,WOMEN,Loreena McKennitt,Mask and Mirror,,
980419,0,MD,2,WOMEN,Loreena McKennitt,Live in Paris,,
0,0,CC,1,JAZZ1,Louis Armstrong,Best of the Hot5 + Hot7,,
0,0,MC,1,JAZZ1,Louis Armstrong,Essential,,
0,309,LP,1,BLUES,Louisiana Red,Sings the Blues,,
0,0,M3,1,BLUES,Luther Dickinson,Blues+Ballads,,
0,0,MC,1,JAZZ1,MJQ,Carnegie Hall,,
0,0,MC,4,JAZZ1,MJQ,Fortieth Anniversary,,
0,0,MC,1,JAZZ1,MJQ,MJQ+Friends,,
0,0,MC,1,JAZZ1,MJQ,MJQ+Monk,,
0,0,MC,1,JAZZ1,MJQ,MJQ+Paul Desmond,,
0,0,MC,1,FOLK1,Mac Wiseman,Story,,
0,0,CD,1,WOMEN,Madonna,Erotic,,
0,0,M3,1,WOMEN,Madonna,Immaculate Collection,,
0,0,M3,1,HARPS,Maggie Sansone,Traditions,,
0,0,MC,1,JAZZ1,Mal Waldron,Impressions,,
0,0,MC,1,JAZZ1,Mal Waldron,Mal 4,,
0,0,M3,1,HARPS,Malcolm Dalglish,Jogging The Memory,,
0,0,M3,1,JAZZ3,Manhattan Transfer,Fifty,,
0,0,MC,1,JAZZ3,Manhattan Transfer,Offbeat of Avenues,,
0,0,MP,1,JAZZ3,Manhattan Transfer,Spirit of St Louis,,
0,0,MP,1,JAZZ3,Manhattan Transfer,Swing,,
0,0,MP,1,JAZZ3,Manhattan Transfer,Symphony Sessions,,
0,0,MP,1,JAZZ3,Manhattan Transfer,The Manhattan Transfer,,
0,0,MC,1,JAZZ3,Marcus Roberts,Collected,,
0,0,MC,1,JAZZ3,Marcus Roberts,Deep In the Shed,,
0,0,MC,1,JAZZ3,Marcus Roberts,If I Could Be With You,,
0,0,MC,1,JAZZ3,Marcus Roberts,Joy of Joplin,,
0,0,MC,1,JAZZ3,Marcus Roberts,Portraits in Blue,,
0,0,CC,1,JAZZ2,Marian McPartland,Live at Shanghai Jazz,DUP,
0,0,CC,1,JAZZ2,Marian McPartland,Piano Jazz,,
0,0,MC,1,HARPS,Marisa Robles,Harp Favorites,,
0,0,MC,1,ROCK2,Mark Knopfler,All the Roadrunning,+Emmylou Harris,
0,515,LP,1,ROCK2,Mark Knopfler,Cal,,
0,0,MC,1,ROCK2,Mark Knopfler,Kill to Get Crimson,,
0,516,LP,1,ROCK2,Mark Knopfler,Local Hero,,
0,0,M3,1,ROCK2,Mark Knopfler,One Deep River,,
0,0,MC,1,ROCK2,Mark Knopfler,Ragpickers Dream,,
0,0,MC,1,ROCK2,Mark Knopfler,Sailing to Philadelphia,,
0,0,M3,1,ROCK2,Mark Knopfler,Tracker,,
0,0,CC,1,FOLK3,Mark OConnor,Appalachia Waltz,,
0,0,CC,1,FOLK3,Mark OConnor,Heroes,,
0,0,CC,1,FOLK3,Mark OConnor,Live in New York,,
0,0,CC,1,FOLK3,Mark OConnor,New Nashville Cats,,
0,0,MC,1,FOLK3,Mark Whitfield,Seventh Avenue Stroll,,
0,421,XX,1,ROCK1,Marshall Tucker,Greatest Hits,,
0,0,M3,1,XMASS,Martin Stadtfeld,A Christmas Piano,,
0,0,M3,1,WOMEN,Mary Chapin Carpenter,Dirt and Stars,,
0,0,CD,1,WOMEN,Mary Chapin Carpenter,Party Doll,,
0,0,M3,1,CLASS,Matthew Owens,Organ from Belfast Cathedral,,
0,0,M3,1,CLASS,Max Richter,Four Seasons Recomposed,,
0,0,M3,1,CLASS,Max Richter,From Sleep,,
0,0,MC,1,JAZZ4,McCoy Tyner,Double Trios,,
0,0,MC,1,JAZZ4,McCoy Tyner,Land of Giants,,
0,0,MC,1,JAZZ4,McCoy Tyner,Musicians Exchange Cafe,,
0,0,MC,1,JAZZ4,McCoy Tyner,New York Reunion,,
0,0,MC,1,JAZZ4,McCoy Tyner,Plays John Coltrane,,
0,0,MC,1,JAZZ4,McCoy Tyner,Revelations,,
0,0,MC,1,JAZZ4,McCoy Tyner,Sahara,,
0,0,MC,1,JAZZ4,McCoy Tyner,Trident,,
0,0,MC,1,JAZZ4,McCoy Tyner,Warsaw Jazz Jamboree,+Stephane Grapelli,
1024,0,MD,1,JAZZ4,McCoy Tyner,Jazz Roots,,
20000,0,MD,1,JAZZ4,McCoy Tyner,The Definitive,,
80923,0,DV,1,JAZZ4,McCoy Tyner,Guitars,DVD,
80923,0,MD,1,JAZZ4,McCoy Tyner,Guitars,CD,
0,284,SL,2,BLUES,Memphis Slim,Bad Luck and Troubles,,
0,323,SL,1,BLUES,Memphis Slim,Blue Memphis,,
0,286,SL,1,BLUES,Memphis Slim,South Side Reunion,,
0,0,MC,1,BLUES,Memphis Slim,USA,,
0,0,MC,1,CLASS,Mendelssohn,Piano Trios 49 and 66,,
0,0,CD,1,DEAD1,Merl Saunders,Blues from the Rainforest,,
910000,0,MD,2,DEAD1,Merl Saunders,Save the Planet,,
0,426,LP,1,FOLK1,Merle Travis,+Joe Maphis,,
0,428,LP,1,FOLK1,Merle Travis,Best Of,,
0,425,LP,1,FOLK1,Merle Travis,Guitar,,
0,429,LP,1,FOLK1,Merle Travis,Guitar Player,,
0,430,LP,2,FOLK1,Merle Travis,Merle Travis Story,,
0,0,MC,1,FOLK1,Merle Travis,Sixteen Tons,,
0,0,MC,1,JAZZ3,Michael Hedges,Aerial Boundaries,,
0,0,MC,1,JAZZ3,Michael Hedges,Beyond Boundaries,,
0,0,MC,1,JAZZ3,Michael Hedges,Breakfast in the Field,,
0,0,CC,1,JAZZ3,Michael Hedges,Gold and Platinum,,
0,0,CC,1,JAZZ3,Michael Hedges,Oracle,,
0,0,CC,1,JAZZ3,Michael Hedges,Taproot,,
0,0,CD,1,ROCK1,Michael Jackson,Essential,,
0,482,MC,1,ROCK1,Michael Jackson,Thriller,,
0,0,MC,1,FOLK1,Michael Martin Murphey,Buckaroo Blue Grass II,,
0,0,MC,1,JAZZ1,Michel Petrucciani,Best Of,,
0,0,CC,1,JAZZ1,Michel Petrucciani,Rememberance,,
0,419,KP,1,ROCK1,Mick Taylor,Mick Taylor,,
0,0,CD,1,ROCK1,Mickey Hart,Mystery Box,,
